cat,freq,n-grams
policia,1,ser procurar janeiro
policia,1,ser professor
policia,1,ser professor prado
policia,1,ser provavel
policia,1,ser provavel trocar
policia,1,ser provavelmente
policia,1,ser provavelmente fora
policia,1,ser quadrilha estar
policia,1,ser quadrilha ser
policia,1,ser questionar
policia,1,ser questionar carolino
policia,1,ser quinta
policia,1,ser quinta apreensao
policia,1,ser raptar
policia,1,ser raptar ser
policia,1,ser raro alem
policia,1,ser raro encontrar
policia,1,ser realista acordo
policia,1,ser realista fazer
policia,1,ser realizar
policia,1,ser realizar hoje
policia,1,ser recado
policia,1,ser recado filho
policia,1,ser reconhecer
policia,1,ser reconhecer nao
policia,1,ser recordista assassinato
policia,1,ser recordista homicidio
policia,1,ser reflexo
policia,1,ser reflexo vez
policia,1,ser registrada
policia,1,ser registrada estar
policia,1,ser registrados
policia,1,ser registrados ir
policia,1,ser regular
policia,1,ser repassar consulado
policia,1,ser repassar imprensa
policia,1,ser responsavel espalhar
policia,1,ser responsavel policiar
policia,1,ser resposta
policia,1,ser resposta investigar
policia,1,ser retomar
policia,1,ser retomar ideia
policia,1,ser revender
policia,1,ser revender suspeitar
policia,1,ser roda
policia,1,ser roda estepe
policia,1,ser roubar
policia,1,ser roubar empresa
policia,1,ser ruim
policia,1,ser ruim ficar
policia,1,ser saber
policia,1,ser saber muito
policia,1,ser sala
policia,1,ser sala audiencia
policia,1,ser semana
policia,1,ser semana adolescente
policia,1,ser sempre
policia,1,ser sempre identificar
policia,1,ser senhor
policia,1,ser senhor ano
policia,1,ser sequestro
policia,1,ser sequestro assalto
policia,1,ser ser deslocar
policia,1,ser ser remanescente
policia,1,ser sintoma
policia,1,ser sintoma mais
policia,1,ser situacao
policia,1,ser situacao disputa
policia,1,ser so
policia,1,ser so ter
policia,1,ser socorrer alvorar
policia,1,ser socorrer cidade
policia,1,ser socorrer nao
policia,1,ser soldado
policia,1,ser soldado exercito
policia,1,ser solicitar
policia,1,ser solicitar titular
policia,1,ser status
policia,1,ser status criminoso
policia,1,ser suspeitar menos
policia,1,ser suspeitar principal
policia,1,ser suspeitar tentativa
policia,1,ser susto
policia,1,ser susto assustar
policia,1,ser tamanho
policia,1,ser tamanho mae
policia,1,ser tao
policia,1,ser tao dinamico
policia,1,ser ter acirrar
policia,1,ser ter ser
policia,1,ser ter tipo
policia,1,ser terceira
policia,1,ser terceira vez
policia,1,ser testemunha
policia,1,ser testemunha violencia
policia,1,ser tomada
policia,1,ser tomada mante
policia,1,ser traficante endividar
policia,1,ser traficante tambem
policia,1,ser trafico
policia,1,ser trafico droga
policia,1,ser tratar
policia,1,ser tratar latrocinio
policia,1,ser treinar
policia,1,ser treinar nao
policia,1,ser ultimo
policia,1,ser ultimo parente
policia,1,ser unico forma
policia,1,ser unico opcao
policia,1,ser unico usar
policia,1,ser unir
policia,1,ser unir alertar
policia,1,ser usar afundar
policia,1,ser valar
policia,1,ser valar sino
policia,1,ser ver
policia,1,ser ver sangue
policia,1,ser verdade
policia,1,ser verdade abandonar
policia,1,ser vigiar
policia,1,ser vigiar nao
policia,1,ser vila
policia,1,ser vila negociador
policia,1,ser violentar
policia,1,ser violentar encontrar
policia,1,ser vitima ameaca
policia,1,ser vitima assaltar
policia,1,ser vizinho ainda
policia,1,ser vizinho revolver
policia,1,ser vizinho ter
policia,1,ser xodo banda
policia,1,ser xodo comunidade
policia,1,ser zona
policia,1,ser zona norte
policia,1,seriam5
policia,1,seriam5 mil
policia,1,seriam5 mil policial
policia,1,seriar alvo
policia,1,seriar alvo assassino
policia,1,seriar ano
policia,1,seriar ano presidio
policia,1,seriar autor
policia,1,seriar autor furto
policia,1,seriar contato
policia,1,seriar contato traficante
policia,1,seriar discussao
policia,1,seriar discussao familiar
policia,1,seriar dono
policia,1,seriar dono maconha
policia,1,seriar elo
policia,1,seriar elo cartel
policia,1,seriar fazer
policia,1,seriar fazer defesa
policia,1,seriar integrante
policia,1,seriar integrante quadrilha
policia,1,seriar jogar
policia,1,seriar jogar fora
policia,1,seriar lider
policia,1,seriar lider grupo
policia,1,seriar mais
policia,1,seriar mais forma
policia,1,seriar manter
policia,1,seriar manter dispor
policia,1,seriar melhor
policia,1,seriar melhor ter
policia,1,seriar menos
policia,1,seriar menos vez
policia,1,seriar ouvido
policia,1,seriar ouvido suspeitar
policia,1,seriar ponta
policia,1,seriar ponta projeto
policia,1,seriar usuario
policia,1,seriar usuario crack
policia,1,serie assassinato
policia,1,serie assassinato taxista
policia,1,serie ataque
policia,1,serie ataque frente
policia,1,serie casebre
policia,1,serie casebre erguer
policia,1,serie disparo
policia,1,serie disparo policia
policia,1,serie homicidio
policia,1,serie homicidio suspeitar
policia,1,serie pergunta
policia,1,serie pergunta perito
policia,1,serie presidio
policia,1,serie presidio divida
policia,1,serie prova
policia,1,serie prova pericial
policia,1,serio
policia,1,serio declarar
policia,1,serio declarar ontem
policia,1,servico ano
policia,1,servico ano alugar
policia,1,servico aparentar
policia,1,servico aparentar ser
policia,1,servico cara
policia,1,servico cara botar
policia,1,servico corpo
policia,1,servico corpo crianca
policia,1,servico regiao
policia,1,servico regiao onde
policia,1,servico saber
policia,1,servico saber ordem
policia,1,servir estado
policia,1,servir estado querer
policia,1,servir mais
policia,1,servir mais querer
policia,1,servir trafico
policia,1,servir trafico depender
policia,1,sessao
policia,1,sessao acontecer
policia,1,sessao acontecer tarde
policia,1,setembro envolver
policia,1,setembro envolver comunidade
policia,1,setembro pessoa
policia,1,setembro pessoa ir
policia,1,setembro saber
policia,1,setembro saber mais
policia,1,setembro segunda
policia,1,setembro segunda audiencia
policia,1,setor inteligencia cidade
policia,1,setor inteligencia obter
policia,1,setor ir
policia,1,setor ir abordar
policia,1,sexta Sapiranga
policia,1,sexta Sapiranga ano
policia,1,sexta ainda
policia,1,sexta ainda nao
policia,1,sexta alertar
policia,1,sexta alertar delegado
policia,1,sexta bairro
policia,1,sexta bairro casa
policia,1,sexta brigar
policia,1,sexta brigar policia
policia,1,sexta feira alvorar
policia,1,sexta feira apenas
policia,1,sexta feira carolino
policia,1,sexta feira clique
policia,1,sexta feira creche
policia,1,sexta feira estar
policia,1,sexta feira explosivo
policia,1,sexta feira forum
policia,1,sexta feira homem
policia,1,sexta feira local
policia,1,sexta feira mandados
policia,1,sexta feira mulher
policia,1,sexta feira operacao
policia,1,sexta feira passar
policia,1,sexta feira pinheiro
policia,1,sexta feira suspeitar
policia,1,sexta feira ter
policia,1,sexta obra
policia,1,sexta obra vila
policia,1,sexta passar
policia,1,sexta passar jovem
policia,1,sexta sul
policia,1,sexta sul ano
policia,1,sexual dizer
policia,1,sexual dizer respeito
policia,1,sexual nora
policia,1,sexual nora ano
policia,1,sigilo
policia,1,sigilo medico
policia,1,sigilo medico dor
policia,1,significar
policia,1,significar ser
policia,1,significar ser criminoso
policia,1,silenciar
policia,1,silenciar logico
policia,1,silenciar logico como
policia,1,silencio como
policia,1,silencio como delegacia
policia,1,silencio imperar
policia,1,silencio imperar zona
policia,1,silencio inicio
policia,1,silencio inicio entrevista
policia,1,silencio jamais
policia,1,silencio jamais acionar
policia,1,silencio local
policia,1,silencio local sul
policia,1,silencio nao
policia,1,silencio nao ver
policia,1,silencio permanente
policia,1,silencio permanente ultimo
policia,1,silencio pupilo
policia,1,silencio pupilo tremer
policia,1,silencio remoer
policia,1,silencio remoer cena
policia,1,silencioso casal
policia,1,silencioso casal passar
policia,1,sim cadastro
policia,1,sim cadastro site
policia,1,sim nao nao
policia,1,sim nao salvar
policia,1,sim poder
policia,1,sim poder variar
policia,1,simbolo
policia,1,simbolo debandada
policia,1,simbolo debandada provocar
policia,1,simples fato
policia,1,simples fato ter
policia,1,simples venda
policia,1,simples venda cocaina
policia,1,simular
policia,1,simular fuzil
policia,1,simular fuzil tiro
policia,1,simultaneo
policia,1,simultaneo delegado
policia,1,simultaneo delegado adjunto
policia,1,sinal agressao
policia,1,sinal agressao rosto
policia,1,sinal carro
policia,1,sinal carro vez
policia,1,sinal degolar
policia,1,sinal degolar estar
policia,1,sinal haver
policia,1,sinal haver duplo
policia,1,sinal mau
policia,1,sinal mau tratos
policia,1,sinal vital
policia,1,sinal vital entrar
policia,1,sino dia agosto
policia,1,sino dia ser
policia,1,sino julho
policia,1,sino julho mostrar
policia,1,sintetizar
policia,1,sintetizar seguranca
policia,1,sintetizar seguranca funcionar
policia,1,sintoma
policia,1,sintoma mais
policia,1,sintoma mais comum
policia,1,sintonia
policia,1,sintonia criminalidade
policia,1,sintonia criminalidade vez
policia,1,sinuoso
policia,1,sinuoso chegar
policia,1,sinuoso chegar mansao
policia,1,sistema administrar
policia,1,sistema administrar criminoso
policia,1,sistema ainda
policia,1,sistema ainda nao
policia,1,sistema alimentar
policia,1,sistema alimentar principal
policia,1,sistema dominar
policia,1,sistema dominar faccoes
policia,1,sistema estar
policia,1,sistema estar falhar
policia,1,site
policia,1,site policia
policia,1,site policia procurar
policia,1,sitio 164km
policia,1,sitio 164km operacao
policia,1,sitio residencia
policia,1,sitio residencia alto
policia,1,situacao delegacia
policia,1,situacao delegacia especializar
policia,1,situacao disputa
policia,1,situacao disputa mulher
policia,1,situacao emergencia
policia,1,situacao emergencia denuncia
policia,1,situacao estar
policia,1,situacao estar ocorrer
policia,1,situacao interpretar
policia,1,situacao interpretar pessoa
policia,1,situacao ir
policia,1,situacao ir entregar
policia,1,situacao ja
policia,1,situacao ja psicologia
policia,1,situacao menos
policia,1,situacao menos casa
policia,1,situacao mudar
policia,1,situacao mudar primeiro
policia,1,situacao parecer
policia,1,situacao parecer nao
policia,1,situacao presenciar
policia,1,situacao presenciar diferente
policia,1,situacao ser
policia,1,situacao ser unir
policia,1,situacao sofrer
policia,1,situacao sofrer vida
policia,1,so agente
policia,1,so agente noite
policia,1,so alvorar
policia,1,so alvorar mes
policia,1,so aparecer
policia,1,so aparecer policia
policia,1,so atendar
policia,1,so atendar hora
policia,1,so chegar delegado
policia,1,so chegar depois
policia,1,so comecar
policia,1,so comecar ser
policia,1,so comunicar
policia,1,so comunicar mensagem
policia,1,so deixar
policia,1,so deixar mais
policia,1,so disparo
policia,1,so disparo dever
policia,1,so dizer estar
policia,1,so dizer nao
policia,1,so eletrodomestico
policia,1,so eletrodomestico ir
policia,1,so escapar
policia,1,so escapar morte
policia,1,so esperar
policia,1,so esperar morte
policia,1,so estar
policia,1,so estar trocar
policia,1,so familia
policia,1,so familia haver
policia,1,so ficar
policia,1,so ficar hora
policia,1,so filho
policia,1,so filho poder
policia,1,so fresta
policia,1,so fresta suposto
policia,1,so furtar
policia,1,so furtar estepe
policia,1,so ir estado
policia,1,so ir libertar
policia,1,so ir lotear
policia,1,so ir quando
policia,1,so julho
policia,1,so julho ir
policia,1,so maio
policia,1,so maio estar
policia,1,so maior
policia,1,so maior simbolo
policia,1,so matar
policia,1,so matar bandido
policia,1,so mato
policia,1,so mato vagabundo
policia,1,so nao
policia,1,so nao voltar
policia,1,so poupar
policia,1,so poupar tiazinha
policia,1,so primeiro
policia,1,so primeiro semestre
policia,1,so ter comprar
policia,1,so ter frase
policia,1,so ter jeito
policia,1,so ter junto
policia,1,so usar
policia,1,so usar maconha
policia,1,so vender
policia,1,so vender droga
policia,1,so ver
policia,1,so ver viatura
policia,1,sobrar Conforme
policia,1,sobrar Conforme morador
policia,1,sobrar conta mudanca
policia,1,sobrar conta vapozeiro
policia,1,sobretudo
policia,1,sobretudo regiao
policia,1,sobretudo regiao vila
policia,1,sobreviver facada
policia,1,sobreviver facada receber
policia,1,sobreviver marca
policia,1,sobreviver marca facada
policia,1,sobrinho ano
policia,1,sobrinho ano facao
policia,1,sobrinho patrao
policia,1,sobrinho patrao trafico
policia,1,social bolsao
policia,1,social bolsao miseria
policia,1,social como
policia,1,social como projeto
policia,1,social dentro
policia,1,social dentro cadeia
policia,1,social institucional
policia,1,social institucional pessoa
policia,1,social leitor
policia,1,social leitor entrar
policia,1,social localizar
policia,1,social localizar Artagao
policia,1,social pessoa
policia,1,social pessoa ter
policia,1,social ser
policia,1,social ser comunicar
policia,1,socializar
policia,1,socializar entao
policia,1,socializar entao nao
policia,1,socioeducativas como
policia,1,socioeducativas como trabalho
policia,1,socioeducativas dado
policia,1,socioeducativas dado fornecer
policia,1,socioeducativas hoje
policia,1,socioeducativas hoje ser
policia,1,soco
policia,1,soco funcionario
policia,1,soco funcionario post
policia,1,socorrer alvorar
policia,1,socorrer alvorar nao
policia,1,socorrer cidade
policia,1,socorrer cidade nao
policia,1,socorrer encaminhar
policia,1,socorrer encaminhar ir
policia,1,socorrer morador
policia,1,socorrer morador levar
policia,1,socorrer nao
policia,1,socorrer nao resistir
policia,1,socorrer presidente
policia,1,socorrer presidente depois
policia,1,socorrer redentor
policia,1,socorrer redentor tarde
policia,1,socorrer tambem
policia,1,socorrer tambem encaminhar
policia,1,socorrista ideia
policia,1,socorrista ideia ser
policia,1,socorrista nao
policia,1,socorrista nao resistir
policia,1,socorro faccao
policia,1,socorro faccao recuperar
policia,1,socorro ir
policia,1,socorro ir liberar
policia,1,socorro nao
policia,1,socorro nao dar
policia,1,socorro patrao declinio
policia,1,socorro patrao droga
policia,1,socorro por alegar
policia,1,socorro por saude
policia,1,socorro seguida
policia,1,socorro seguida funcionario
policia,1,sofa ter
policia,1,sofa ter tentar
policia,1,sofrer abuso
policia,1,sofrer abuso periodo
policia,1,sofrer ameaca
policia,1,sofrer ameaca suspeita
policia,1,sofrer crianca
policia,1,sofrer crianca desenvolver
policia,1,sofrer duro
policia,1,sofrer duro golpe
policia,1,sofrer modo
policia,1,sofrer modo como
policia,1,sofrer objeto
policia,1,sofrer objeto vitima
policia,1,sofrer traumatismo
policia,1,sofrer traumatismo craniano
policia,1,sofrer vida
policia,1,sofrer vida impor
policia,1,sofrer violencia
policia,1,sofrer violencia sexual
policia,1,sogro
policia,1,sogro hospital
policia,1,sogro hospital dizer
policia,1,soldadinho
policia,1,soldadinho dizer
policia,1,soldadinho dizer garantir
policia,1,soldado bento
policia,1,soldado bento frente
policia,1,soldado brigar
policia,1,soldado brigar porto
policia,1,soldado cao
policia,1,soldado cao ser
policia,1,soldado estrela
policia,1,soldado estrela ja
policia,1,soldado exercito
policia,1,soldado exercito trafico
policia,1,soldado faccao
policia,1,soldado faccao perfil
policia,1,soldado formar
policia,1,soldado formar ultimo
policia,1,soldado quadrilha resolver
policia,1,soldado quadrilha ter
policia,1,solicitar abertura
policia,1,solicitar abertura inquerito
policia,1,solicitar nao
policia,1,solicitar nao ir
policia,1,solicitar presenca
policia,1,solicitar presenca depois
policia,1,solicitar primeiros
policia,1,solicitar primeiros mandados
policia,1,solicitar titular
policia,1,solicitar titular delegado
policia,1,solicitar valor
policia,1,solicitar valor familiar
policia,1,solido ser
policia,1,solido ser principal
policia,1,solido ter
policia,1,solido ter ser
policia,1,solucao
policia,1,solucao manter
policia,1,solucao manter atento
policia,1,soma
policia,1,soma mais
policia,1,soma mais ano
policia,1,somar estado
policia,1,somar estado ano
policia,1,somar mais
policia,1,somar mais folha
policia,1,somente
policia,1,somente ja
policia,1,somente ja ter
policia,1,sonhar
policia,1,sonhar ganhar
policia,1,sonhar ganhar sena
policia,1,sorrir
policia,1,sorrir dono
policia,1,sorrir dono ainda
policia,1,sorriso
policia,1,sorriso ser
policia,1,sorriso ser menino
policia,1,status criminoso
policia,1,status criminoso resumir
policia,1,status garantir
policia,1,status garantir sustento
policia,1,status maior
policia,1,status maior ano
policia,1,status roupa
policia,1,status roupa grife
policia,1,subcomandante 24o
policia,1,subcomandante 24o major
policia,1,submeter
policia,1,submeter cirurgia
policia,1,submeter cirurgia mulher
policia,1,submetralhadora calibre
policia,1,submetralhadora calibre fabricar
policia,1,submetralhadora cocaina
policia,1,submetralhadora cocaina casa
policia,1,submetralhadora droga
policia,1,submetralhadora droga vila
policia,1,sucesso casa
policia,1,sucesso casa agente
policia,1,suficiente policial
policia,1,suficiente policial antigo
policia,1,suficiente solicitar
policia,1,suficiente solicitar primeiros
policia,1,suicidio chocar
policia,1,suicidio chocar estado
policia,1,suicidio ocorrer
policia,1,suicidio ocorrer quarta
policia,1,sujeito encontrar
policia,1,sujeito encontrar diferente
policia,1,sujo
policia,1,sujo aparente
policia,1,sujo aparente sangue
policia,1,sul Conforme
policia,1,sul Conforme delegado
policia,1,sul Detento
policia,1,sul Detento regime
policia,1,sul Ouriques
policia,1,sul Ouriques ano
policia,1,sul acordo
policia,1,sul acordo publico
policia,1,sul agosto
policia,1,sul agosto sessao
policia,1,sul ano ir
policia,1,sul ano morrer
policia,1,sul anunciar
policia,1,sul anunciar intencao
policia,1,sul auge
policia,1,sul auge alianca
policia,1,sul bairro
policia,1,sul bairro detento
policia,1,sul celular
policia,1,sul celular apreender
policia,1,sul centro
policia,1,sul centro nunca
policia,1,sul corpo ainda
policia,1,sul corpo homem
policia,1,sul crianca
policia,1,sul crianca ano
policia,1,sul cumprir
policia,1,sul cumprir segunda
policia,1,sul defesa
policia,1,sul defesa adolescente
policia,1,sul delegado adjunto
policia,1,sul delegado investigar
policia,1,sul descobrir
policia,1,sul descobrir quimico
policia,1,sul estar marcar
policia,1,sul estar trindade
policia,1,sul ir encontrar
policia,1,sul ir forcar
policia,1,sul ir primeiro
policia,1,sul ir usar
policia,1,sul ja
policia,1,sul ja ter
policia,1,sul jovem
policia,1,sul jovem conhecer
policia,1,sul ligar
policia,1,sul ligar pai
policia,1,sul maior
policia,1,sul maior indice
policia,1,sul manha
policia,1,sul manha ir
policia,1,sul meio
policia,1,sul meio dia
policia,1,sul nao aparecer
policia,1,sul nao duvida
policia,1,sul nao repetir
policia,1,sul norte
policia,1,sul norte conferir
policia,1,sul pedido
policia,1,sul pedido ser
policia,1,sul policia acordo
policia,1,sul policia criminoso
policia,1,sul populacao
policia,1,sul populacao lotear
policia,1,sul porto acordo
policia,1,sul porto tentativa
policia,1,sul porto volta
policia,1,sul quando identificar
policia,1,sul quando missao
policia,1,sul queda
policia,1,sul queda caminho
policia,1,sul ser investigar
policia,1,sul ser natural
policia,1,sul tarde
policia,1,sul tarde quinta
policia,1,sul ter mandado
policia,1,sul ter primeira
policia,1,sul versao
policia,1,sul versao estrangular
policia,1,sumico
policia,1,sumico familia
policia,1,sumico familia rapaz
policia,1,sumicos
policia,1,sumicos ir
policia,1,sumicos ir registrados
policia,1,sumir acordo
policia,1,sumir acordo delegado
policia,1,sumir apenas
policia,1,sumir apenas familia
policia,1,sumir ser
policia,1,sumir ser senhor
policia,1,suntuosas
policia,1,suntuosas casa
policia,1,suntuosas casa destoante
policia,1,superintendencia
policia,1,superintendencia penitenciario
policia,1,superintendencia penitenciario ganhar
policia,1,superior
policia,1,superior mesmo
policia,1,superior mesmo periodo
policia,1,supermercado
policia,1,supermercado ir
policia,1,supermercado ir apreender
policia,1,supervalorizada
policia,1,supervalorizada gasto
policia,1,supervalorizada gasto poder
policia,1,supervisor
policia,1,supervisor contata
policia,1,supervisor contata oficial
policia,1,supor carro
policia,1,supor carro preto
policia,1,supor mail
policia,1,supor mail ter
policia,1,supor milhoes
policia,1,supor milhoes roubar
policia,1,suportar
policia,1,suportar situacao
policia,1,suportar situacao ja
policia,1,suporte
policia,1,suporte dezembro
policia,1,suporte dezembro ano
policia,1,suposto atirar
policia,1,suposto atirar acordo
policia,1,suposto comprar
policia,1,suposto comprar credito
policia,1,suposto mandar
policia,1,suposto mandar cometer
policia,1,suposto reagir
policia,1,suposto reagir assalto
policia,1,suposto reunir
policia,1,suposto reunir sala
policia,1,suposto usar ameacar
policia,1,suposto usar nome
policia,1,surgir
policia,1,surgir paisagem
policia,1,surgir paisagem suntuosas
policia,1,surpreender imagem
policia,1,surpreender imagem mostrar
policia,1,surpreender irmao
policia,1,surpreender irmao comerciante
policia,1,surpreender rapaz
policia,1,surpreender rapaz ser
policia,1,surpresa
policia,1,surpresa maior
policia,1,surpresa maior parte
policia,1,suspeita divida
policia,1,suspeita divida Conforme
policia,1,suspeita haver
policia,1,suspeita haver acordo
policia,1,suspeita homem
policia,1,suspeita homem fazer
policia,1,suspeita parente
policia,1,suspeita parente ser
policia,1,suspeita participacao
policia,1,suspeita participacao armeiro
policia,1,suspeita ser autor
policia,1,suspeita ser disparo
policia,1,suspeita ser estar
policia,1,suspeita ser fazer
policia,1,suspeita ser morte
policia,1,suspeita ser provavelmente
policia,1,suspeita ser quadrilha
policia,1,suspeita ser traficante
policia,1,suspeita ter
policia,1,suspeita ter envolver
policia,1,suspeitar abusar
policia,1,suspeitar abusar menino
policia,1,suspeitar acordo
policia,1,suspeitar acordo julho
policia,1,suspeitar conhecer
policia,1,suspeitar conhecer como
policia,1,suspeitar encontrar
policia,1,suspeitar encontrar crianca
policia,1,suspeitar estar
policia,1,suspeitar estar serie
policia,1,suspeitar foto
policia,1,suspeitar foto constar
policia,1,suspeitar historico
policia,1,suspeitar historico crime
policia,1,suspeitar indicar
policia,1,suspeitar indicar registros
policia,1,suspeitar ir autuar
policia,1,suspeitar ir encaminhar
policia,1,suspeitar julgar
policia,1,suspeitar julgar ser
policia,1,suspeitar morte
policia,1,suspeitar morte ratao
policia,1,suspeitar noite
policia,1,suspeitar noite terca
policia,1,suspeitar pistola
policia,1,suspeitar pistola apreender
policia,1,suspeitar principal
policia,1,suspeitar principal roubo
policia,1,suspeitar ser casar
policia,1,suspeitar ser inocente
policia,1,suspeitar tentar
policia,1,suspeitar tentar atirar
policia,1,suspeitar tentativa
policia,1,suspeitar tentativa homicidio
policia,1,suspeitar ter ano
policia,1,suspeitar ter arremessar
policia,1,suspeitar ter assassinar
policia,1,suspeitar traficar
policia,1,suspeitar traficar area
policia,1,suspeitas cena
policia,1,suspeitas cena testemunha
policia,1,suspeitas policia
policia,1,suspeitas policia ser
policia,1,suspeitos apoio
policia,1,suspeitos apoio brigar
policia,1,suspeitos crime
policia,1,suspeitos crime ser
policia,1,suspeitos incendio
policia,1,suspeitos incendio escola
policia,1,suspeitos morte
policia,1,suspeitos morte homem
policia,1,suspeitos pai
policia,1,suspeitos pai filho
policia,1,suspeitos pouco
policia,1,suspeitos pouco valer
policia,1,suspeitos rival
policia,1,suspeitos rival aliado
policia,1,suspeitos ter assassinar
policia,1,suspeitos ter vandalizado
policia,1,suspeitos vitima
policia,1,suspeitos vitima proprio
policia,1,suspensao
policia,1,suspensao total
policia,1,suspensao total provocar
policia,1,sustentar organizar
policia,1,sustentar organizar droga
policia,1,sustentar ponto
policia,1,sustentar ponto trafico
policia,1,sustento
policia,1,sustento familia
policia,1,susto
policia,1,susto assustar
policia,1,susto assustar assaltar
policia,1,tabelar
policia,1,tabelar fiscalizar
policia,1,tabelar fiscalizar estado
policia,1,tablets
policia,1,tablets equipes
policia,1,tablets equipes atender
policia,1,talvez
policia,1,talvez ter
policia,1,talvez ter conseguir
policia,1,tamanho mae
policia,1,tamanho mae aluno
policia,1,tamanho peso
policia,1,tamanho peso compativel
policia,1,tambem atacar
policia,1,tambem atacar linha
policia,1,tambem carregador
policia,1,tambem carregador munir
policia,1,tambem carro
policia,1,tambem carro alem
policia,1,tambem comparecer
policia,1,tambem comparecer vistoria
policia,1,tambem conta
policia,1,tambem conta vender
policia,1,tambem costa
policia,1,tambem costa acordo
policia,1,tambem cumprir
policia,1,tambem cumprir mandado
policia,1,tambem departamento
policia,1,tambem departamento admitir
policia,1,tambem depois
policia,1,tambem depois alvo
policia,1,tambem encaminhar ainda
policia,1,tambem encaminhar pergunta
policia,1,tambem estar ligar
policia,1,tambem estar meio
policia,1,tambem estar unidade
policia,1,tambem fazer
policia,1,tambem fazer parte
policia,1,tambem foto
policia,1,tambem foto metralhadora
policia,1,tambem homicidio
policia,1,tambem homicidio sobretudo
policia,1,tambem ir atingir
policia,1,tambem lei
policia,1,tambem lei silencio
policia,1,tambem manha
policia,1,tambem manha quinta
policia,1,tambem morador
policia,1,tambem morador bairro
policia,1,tambem nao
policia,1,tambem nao mexer
policia,1,tambem perder
policia,1,tambem perder controle
policia,1,tambem prestar
policia,1,tambem prestar depoimento
policia,1,tambem prisao
policia,1,tambem prisao preventivo
policia,1,tambem prometer
policia,1,tambem prometer colocar
policia,1,tambem querer
policia,1,tambem querer ir
policia,1,tambem receber
policia,1,tambem receber qualificar
policia,1,tambem ser acompanhar
policia,1,tambem ser alvo
policia,1,tambem ser apontar
policia,1,tambem seriar
policia,1,tambem seriar ouvido
policia,1,tambem ter carro
policia,1,tanto parte
policia,1,tanto parte entear
policia,1,tanto pessoa
policia,1,tanto pessoa achar
policia,1,tanto quanto
policia,1,tanto quanto investigador
policia,1,tanto seguranca
policia,1,tanto seguranca fornecer
policia,1,tanto tempo
policia,1,tanto tempo medico
policia,1,tao dinamico
policia,1,tao dinamico certeza
policia,1,tao mais
policia,1,tao mais cedo
policia,1,tarde acordo
policia,1,tarde acordo investigar
policia,1,tarde clinica
policia,1,tarde clinica ir
policia,1,tarde criminoso
policia,1,tarde criminoso levar
policia,1,tarde dirigir
policia,1,tarde dirigir azul
policia,1,tarde dizer
policia,1,tarde dizer espera
policia,1,tarde domingo
policia,1,tarde domingo estar
policia,1,tarde execucao
policia,1,tarde execucao porto
policia,1,tarde legista
policia,1,tarde legista canoa
policia,1,tarde noite
policia,1,tarde noite brigar
policia,1,tarde ontem estado
policia,1,tarde ontem extremo
policia,1,tarde proprio
policia,1,tarde proprio escola
policia,1,tarde quarta maconha
policia,1,tarde quarta menino
policia,1,tarde quarta reportagem
policia,1,tarde quinta passar
policia,1,tarde segunda
policia,1,tarde segunda feira
policia,1,tarde sexta obra
policia,1,tarde ter
policia,1,tarde ter ser
policia,1,tarde terca equipe
policia,1,tarefa atuar
policia,1,tarefa atuar dentro
policia,1,tarefa fiscalizar
policia,1,tarefa fiscalizar geriatrias
policia,1,tatica ir
policia,1,tatica ir acionar
policia,1,taxista
policia,1,taxista semana
policia,1,taxista semana depois
policia,1,tecnica chegar
policia,1,tecnica chegar homicidio
policia,1,tecnica como
policia,1,tecnica como ser
policia,1,tecnica perder
policia,1,tecnica perder importancia
policia,1,tecnica proprio
policia,1,tecnica proprio negociador
policia,1,tecnico diferenciar
policia,1,tecnico diferenciar como
policia,1,tecnico negociador
policia,1,tecnico negociador ser
policia,1,tecnico ter
policia,1,tecnico ter constatar
policia,1,tela
policia,1,tela receber
policia,1,tela receber muro
policia,1,tele
policia,1,tele entrega
policia,1,tele entrega droga
policia,1,telefone abril
policia,1,telefone abril ano
policia,1,telefone assessoria
policia,1,telefone assessoria imprensa
policia,1,telefone discar
policia,1,telefone discar denuncia
policia,1,telefone dono
policia,1,telefone dono caminhao
policia,1,telefone ensaio
policia,1,telefone ensaio banda
policia,1,telefone mae
policia,1,telefone mae ano
policia,1,telefone so
policia,1,telefone so dizer
policia,1,telefone ter
policia,1,telefone ter dificuldade
policia,1,telefonico
policia,1,telefonico pessoal
policia,1,telefonico pessoal perito
policia,1,telhado
policia,1,telhado material
policia,1,telhado material pedagogico
policia,1,tema
policia,1,tema converso
policia,1,tema converso vizinho
policia,1,tematica
policia,1,tematica dedicar
policia,1,tematica dedicar estudante
policia,1,temer falar
policia,1,temer falar situacao
policia,1,temer ficar
policia,1,temer ficar filmar
policia,1,temer ser
policia,1,temer ser reconhecer
policia,1,temer testemunhar
policia,1,temer testemunhar 2a
policia,1,temer tiroteio
policia,1,temer tiroteio traficante
policia,1,temer volta
policia,1,temer volta tiroteio
policia,1,temeroso
policia,1,temeroso represalia
policia,1,temeroso represalia momento
policia,1,temor ladrao
policia,1,temor ladrao carolino
policia,1,temor ser constante
policia,1,temor ser vitima
policia,1,tempo amigo
policia,1,tempo amigo sair
policia,1,tempo brigar
policia,1,tempo brigar epoca
policia,1,tempo ca
policia,1,tempo ca piorar
policia,1,tempo chegar
policia,1,tempo chegar apartar
