cat,freq,n-grams
policia,1,tempo como
policia,1,tempo como morador
policia,1,tempo deixar
policia,1,tempo deixar claro
policia,1,tempo encaminhar
policia,1,tempo encaminhar inquerito
policia,1,tempo ficar
policia,1,tempo ficar refem
policia,1,tempo indeterminar
policia,1,tempo indeterminar festa
policia,1,tempo medico
policia,1,tempo medico receber
policia,1,tempo nao
policia,1,tempo nao ver
policia,1,tempo organizar
policia,1,tempo organizar arara
policia,1,tempo parecer
policia,1,tempo parecer nao
policia,1,tempo prisao
policia,1,tempo prisao ir
policia,1,tempo ser
policia,1,tempo ser mesmo
policia,1,tempo ultimo
policia,1,tempo ultimo contato
policia,1,temporario ligar
policia,1,temporario ligar casa
policia,1,temporario manha
policia,1,temporario manha sexta
policia,1,tenente
policia,1,tenente coronel
policia,1,tenente coronel dizer
policia,1,tenis
policia,1,tenis branco
policia,1,tenis branco ir
policia,1,tensao vila
policia,1,tensao vila domestico
policia,1,tensao vizinhanca
policia,1,tensao vizinhanca tempo
policia,1,tenso final
policia,1,tenso final noite
policia,1,tenso morador
policia,1,tenso morador entao
policia,1,tentacao
policia,1,tentacao mostrar
policia,1,tentacao mostrar status
policia,1,tentar abandonar
policia,1,tentar abandonar quadrilha
policia,1,tentar arrancar
policia,1,tentar arrancar informar
policia,1,tentar assaltar agencia
policia,1,tentar assaltar padaria
policia,1,tentar atirar
policia,1,tentar atirar viatura
policia,1,tentar desvendar
policia,1,tentar desvendar como
policia,1,tentar erguer
policia,1,tentar erguer antigo
policia,1,tentar esclarecer
policia,1,tentar esclarecer acontecer
policia,1,tentar facilitar
policia,1,tentar facilitar acesso
policia,1,tentar fazer
policia,1,tentar fazer manobra
policia,1,tentar hora
policia,1,tentar hora extras
policia,1,tentar matar companheiro
policia,1,tentar matar mulher
policia,1,tentar matar traficante
policia,1,tentar negociar
policia,1,tentar negociar hora
policia,1,tentar recrutar
policia,1,tentar recrutar novo
policia,1,tentar refugiar
policia,1,tentar refugiar matagal
policia,1,tentar resgatar
policia,1,tentar resgatar pequeno
policia,1,tentar roubar
policia,1,tentar roubar joalheria
policia,1,tentar sair
policia,1,tentar sair quadrilha
policia,1,tentar tomar
policia,1,tentar tomar poder
policia,1,tentativa assalto
policia,1,tentativa assalto padaria
policia,1,tentativa escapar
policia,1,tentativa escapar golpe
policia,1,tentativa fazer
policia,1,tentativa fazer testemunha
policia,1,tentativa fuga
policia,1,tentativa fuga relato
policia,1,tentativa homicidio mulher
policia,1,tentativa homicidio noite
policia,1,tentativa homicidio rival
policia,1,tentativa homicidio ser
policia,1,tentativa homicidio tambem
policia,1,tentativa homicidio torre
policia,1,tentativas como
policia,1,tentativas como ficar
policia,1,tentativas homicidio  
policia,1,tentativas homicidio atender
policia,1,tentativas homicidio violencia
policia,1,ter abordar frente
policia,1,ter abordar menino
policia,1,ter abracar
policia,1,ter abracar bronca
policia,1,ter acabar
policia,1,ter acabar dar
policia,1,ter acesso
policia,1,ter acesso investigar
policia,1,ter achar
policia,1,ter achar enforcar
policia,1,ter acirrar
policia,1,ter acirrar disputa
policia,1,ter acontecer
policia,1,ter acontecer fato
policia,1,ter acontecimento
policia,1,ter acontecimento aparecer
policia,1,ter ameacar
policia,1,ter ameacar sobrinho
policia,1,ter ano estar
policia,1,ter ano fase
policia,1,ter ano historico
policia,1,ter ano incompleto
policia,1,ter ano ja
policia,1,ter ano ser
policia,1,ter antecedent
policia,1,ter antecedente criminal
policia,1,ter antecedente policial
policia,1,ter anteceder expressao
policia,1,ter anteceder roubo
policia,1,ter anteceder suspeitas
policia,1,ter apartar
policia,1,ter apartar pequeno
policia,1,ter arremessar
policia,1,ter arremessar vaso
policia,1,ter assassinar Vanderlei
policia,1,ter assassinar adolescente
policia,1,ter assassinar tiro
policia,1,ter aula
policia,1,ter aula dia
policia,1,ter base
policia,1,ter base regiao
policia,1,ter bater
policia,1,ter bater aluno
policia,1,ter beber
policia,1,ter beber resolver
policia,1,ter bina
policia,1,ter bina atender
policia,1,ter bolso
policia,1,ter bolso bandido
policia,1,ter brigar
policia,1,ter brigar bandido
policia,1,ter buscar
policia,1,ter buscar crianca
policia,1,ter caminhao
policia,1,ter caminhao volta
policia,1,ter cancelar
policia,1,ter cancelar contrato
policia,1,ter caracteristica
policia,1,ter caracteristica casal
policia,1,ter carro abrir
policia,1,ter carro mesmo
policia,1,ter casa
policia,1,ter casa invadir
policia,1,ter certeza cena
policia,1,ter certeza exato
policia,1,ter chegar
policia,1,ter chegar primeiro
policia,1,ter colocar
policia,1,ter colocar trabalhar
policia,1,ter como liga
policia,1,ter como principal
policia,1,ter como unico
policia,1,ter comprar
policia,1,ter comprar trabalho
policia,1,ter comprometer
policia,1,ter comprometer neurologia
policia,1,ter condenar
policia,1,ter condenar homicidio
policia,1,ter condicao encaminhar
policia,1,ter condicao fazer
policia,1,ter confessar
policia,1,ter confessar abuso
policia,1,ter conhecer
policia,1,ter conhecer contexto
policia,1,ter conseguir correr
policia,1,ter conseguir ligar
policia,1,ter conseguir recupera
policia,1,ter constatar
policia,1,ter constatar bebe
policia,1,ter contar
policia,1,ter contar familia
policia,1,ter contato
policia,1,ter contato direto
policia,1,ter contrato
policia,1,ter contrato consorcio
policia,1,ter cruzar
policia,1,ter cruzar area
policia,1,ter dado quando
policia,1,ter dado retorno
policia,1,ter dado tempo
policia,1,ter dar
policia,1,ter dar mato
policia,1,ter deixar explosivo
policia,1,ter demorar
policia,1,ter demorar mais
policia,1,ter desentender
policia,1,ter desentender convidados
policia,1,ter desgraca
policia,1,ter desgraca pe
policia,1,ter dificuldade
policia,1,ter dificuldade adaptacao
policia,1,ter disparar
policia,1,ter disparar fugir
policia,1,ter dizer
policia,1,ter dizer popular
policia,1,ter duvida
policia,1,ter duvida relacao
policia,1,ter efetuar
policia,1,ter efetuar diverso
policia,1,ter elemento
policia,1,ter elemento suficiente
policia,1,ter encaminhar
policia,1,ter encaminhar tecnica
policia,1,ter envolver crime
policia,1,ter envolver direto
policia,1,ter envolver menino
policia,1,ter envolver perigoso
policia,1,ter esperanca
policia,1,ter esperanca dia
policia,1,ter estacionar
policia,1,ter estacionar bairro
policia,1,ter estar
policia,1,ter estar venda
policia,1,ter evitar andar
policia,1,ter evitar deixar
policia,1,ter exato
policia,1,ter exato nocao
policia,1,ter exito
policia,1,ter exito extorsao
policia,1,ter ferir
policia,1,ter ferir disparo
policia,1,ter ficar
policia,1,ter ficar galeria
policia,1,ter filho hoje
policia,1,ter filho ja
policia,1,ter frase
policia,1,ter frase perguntar
policia,1,ter fugir
policia,1,ter fugir mil
policia,1,ter furtar
policia,1,ter furtar objeto
policia,1,ter grupo
policia,1,ter grupo criminoso
policia,1,ter historico agressao
policia,1,ter historico ocorrencia
policia,1,ter homicidio
policia,1,ter homicidio menos
policia,1,ter identidade
policia,1,ter identidade preservar
policia,1,ter identificar
policia,1,ter identificar prisao
policia,1,ter informacao
policia,1,ter informacao onde
policia,1,ter ingressar faculdade
policia,1,ter iniciar
policia,1,ter iniciar volta
policia,1,ter inquerito
policia,1,ter inquerito remeter
policia,1,ter ir desabafar
policia,1,ter ir jogar
policia,1,ter irmao
policia,1,ter irmao estar
policia,1,ter jeito
policia,1,ter jeito caixao
policia,1,ter junto
policia,1,ter junto menos
policia,1,ter lembranca
policia,1,ter lembranca cena
policia,1,ter lesao
policia,1,ter lesao cerebral
policia,1,ter levar casa
policia,1,ter levar tentar
policia,1,ter levar veiculo
policia,1,ter ligar
policia,1,ter ligar trafico
policia,1,ter mais ano
policia,1,ter mais mil
policia,1,ter mais policiar
policia,1,ter mandar
policia,1,ter mandar faccao
policia,1,ter marca
policia,1,ter marca fio
policia,1,ter medo acabar
policia,1,ter medo expor
policia,1,ter medo nao
policia,1,ter melhor
policia,1,ter melhor ter
policia,1,ter menos
policia,1,ter menos ano
policia,1,ter migrar
policia,1,ter migrar assalto
policia,1,ter moto
policia,1,ter moto carro
policia,1,ter mudar
policia,1,ter mudar clima
policia,1,ter nao
policia,1,ter nao gostar
policia,1,ter novo
policia,1,ter novo vizinho
policia,1,ter obedecer
policia,1,ter obedecer ordem
policia,1,ter ocorrer ali
policia,1,ter ocorrer antes
policia,1,ter ocorrer brigar
policia,1,ter ocorrer constar
policia,1,ter oferecer
policia,1,ter oferecer dinheiro
policia,1,ter olhar
policia,1,ter olhar namorado
policia,1,ter onde
policia,1,ter onde ir
policia,1,ter opcao
policia,1,ter opcao mercado
policia,1,ter oportunidade
policia,1,ter oportunidade comecar
policia,1,ter pagar explicar
policia,1,ter partido
policia,1,ter partido proprio
policia,1,ter passagem
policia,1,ter passagem furto
policia,1,ter passar
policia,1,ter passar contar
policia,1,ter pedido
policia,1,ter pedido novo
policia,1,ter personalidade
policia,1,ter personalidade mais
policia,1,ter placa
policia,1,ter placa vender
policia,1,ter policia
policia,1,ter policia perto
policia,1,ter prejudicar
policia,1,ter prejudicar negociacao
policia,1,ter prejuizo
policia,1,ter prejuizo dificuldade
policia,1,ter premeditar
policia,1,ter premeditar incendio
policia,1,ter prestigio
policia,1,ter prestigio especialista
policia,1,ter primeira audiencia
policia,1,ter primeira pista
policia,1,ter primeiras
policia,1,ter primeiras suspeitas
policia,1,ter projeto
policia,1,ter projeto incluir
policia,1,ter quase
policia,1,ter quase mil
policia,1,ter reaver
policia,1,ter reaver carro
policia,1,ter receber
policia,1,ter receber relato
policia,1,ter recorrer
policia,1,ter recorrer entrar
policia,1,ter relacao
policia,1,ter relacao disputa
policia,1,ter retornar
policia,1,ter retornar levar
policia,1,ter retorno
policia,1,ter retorno colegio
policia,1,ter roubar
policia,1,ter roubar carro
policia,1,ter sensacao
policia,1,ter sensacao crescer
policia,1,ter ser abordagem
policia,1,ter ser assassinar
policia,1,ter ser convencer
policia,1,ter ser disparar
policia,1,ter ser disputa
policia,1,ter ser enviar
policia,1,ter ser envolver
policia,1,ter ser escolher
policia,1,ter ser escrito
policia,1,ter ser ferir
policia,1,ter ser grupo
policia,1,ter ser interditar
policia,1,ter ser levar
policia,1,ter ser maior
policia,1,ter ser manter
policia,1,ter ser morto
policia,1,ter ser obrigar
policia,1,ter ser preocupacao
policia,1,ter ser primeiras
policia,1,ter ser susto
policia,1,ter ser tomada
policia,1,ter ser usar
policia,1,ter ser violentar
policia,1,ter ser vitima
policia,1,ter servico
policia,1,ter servico cara
policia,1,ter sinal carro
policia,1,ter sinal degolar
policia,1,ter sinal vital
policia,1,ter suspeitar
policia,1,ter suspeitar acordo
policia,1,ter suspeitos crime
policia,1,ter suspeitos morte
policia,1,ter suspeitos pai
policia,1,ter suspeitos ter
policia,1,ter tamanho
policia,1,ter tamanho peso
policia,1,ter tentar matar
policia,1,ter testemunha
policia,1,ter testemunha furto
policia,1,ter teve
policia,1,ter teve plasma
policia,1,ter tipo
policia,1,ter tipo divida
policia,1,ter tirar
policia,1,ter tirar funcionario
policia,1,ter tornado
policia,1,ter tornado socorro
policia,1,ter trair contratante
policia,1,ter trair quadrilha
policia,1,ter tramar
policia,1,ter tramar golpe
policia,1,ter usar
policia,1,ter usar melhor
policia,1,ter vandalizado
policia,1,ter vandalizado incendiar
policia,1,ter ver chegar
policia,1,ter ver dispensar
policia,1,ter ver homem
policia,1,ter ver policiar
policia,1,ter voltar
policia,1,ter voltar roubo
policia,1,terca equipe
policia,1,terca equipe furto
policia,1,terca feira borracharia
policia,1,terca feira localidade
policia,1,terca feira nao
policia,1,terca feira noite
policia,1,terca feira operacao
policia,1,terca feira policia
policia,1,terca feira policial
policia,1,terca feira quando
policia,1,terca feira suspeitar
policia,1,terca feira traficar
policia,1,terca feira via
policia,1,terca feira violentar
policia,1,terca investigador
policia,1,terca investigador chegar
policia,1,terca nao
policia,1,terca nao poder
policia,1,terca quarta
policia,1,terca quarta onibus
policia,1,terceira vez
policia,1,terceira vez padaria
policia,1,terceira vitima
policia,1,terceira vitima assalto
policia,1,terceiriza
policia,1,terceiriza espaco
policia,1,terceiriza espaco dentro
policia,1,terceiro geral
policia,1,terceiro geral formar
policia,1,terceiro homicidio
policia,1,terceiro homicidio bairro
policia,1,terminal antes
policia,1,terminal antes 16h
policia,1,terminal quinta
policia,1,terminal quinta feir
policia,1,terminal ser
policia,1,terminal ser perigo
policia,1,terminal subcomandante
policia,1,terminal subcomandante 24o
policia,1,terminar gente
policia,1,terminar gente nao
policia,1,terminar morrer
policia,1,terminar morrer dia
policia,1,terminar reforma
policia,1,terminar reforma exigir
policia,1,terminar sexta
policia,1,terminar sexta feira
policia,1,terminar volta
policia,1,terminar volta 23h30min
policia,1,terra beco
policia,1,terra beco onde
policia,1,terra explicar
policia,1,terra explicar delegado
policia,1,terreno baldio
policia,1,terreno baldio frequentar
policia,1,terreno casa
policia,1,terreno casa familia
policia,1,terreno onde
policia,1,terreno onde acontecer
policia,1,territorio bairro carroca
policia,1,territorio bairro porto
policia,1,territorio bairro trafico
policia,1,territorio equipe
policia,1,territorio equipe investigador
policia,1,territorio original
policia,1,territorio original execucao
policia,1,territorio paz
policia,1,territorio paz sabado
policia,1,territorio policia acreditar
policia,1,territorio policia crime
policia,1,territorio vila
policia,1,territorio vila respeito
policia,1,terror
policia,1,terror ser
policia,1,terror ser recado
policia,1,testemunha assassinato
policia,1,testemunha assassinato ganhar
policia,1,testemunha chave
policia,1,testemunha chave homicidio
policia,1,testemunha crime
policia,1,testemunha crime morto
policia,1,testemunha envolver
policia,1,testemunha envolver trafico
policia,1,testemunha fugir
policia,1,testemunha fugir quadrilha
policia,1,testemunha furto
policia,1,testemunha furto reconhecer
policia,1,testemunha homem
policia,1,testemunha homem aproximar
policia,1,testemunha importante
policia,1,testemunha importante ser
policia,1,testemunha ir
policia,1,testemunha ir possivel
policia,1,testemunha ser
policia,1,testemunha ser incapaz
policia,1,testemunha ter
policia,1,testemunha ter ver
policia,1,testemunha violencia custodio
policia,1,testemunha violencia muito
policia,1,testemunha violencia trocar
policia,1,testemunha virar
policia,1,testemunha virar homem
policia,1,testemunhar 2a
policia,1,testemunhar 2a local
policia,1,testemunhar mesmo
policia,1,testemunhar mesmo descrever
policia,1,testemunhar policia
policia,1,testemunhar policia esforcar
policia,1,teto
policia,1,teto moradia
policia,1,teto moradia ir
policia,1,teve
policia,1,teve plasma
policia,1,teve plasma computador
policia,1,tiazinha
policia,1,tiazinha nao
policia,1,tiazinha nao ter
policia,1,tijolo dentro
policia,1,tijolo dentro mochila
policia,1,tijolo vista
policia,1,tijolo vista pouco
policia,1,tio explicar
policia,1,tio explicar rapaz
policia,1,tio inicio
policia,1,tio inicio maio
policia,1,tipo agressao
policia,1,tipo agressao sofrer
policia,1,tipo ato
policia,1,tipo ato infracional
policia,1,tipo divida
policia,1,tipo divida caso
